t,best,mean,worst,sd,mean_ar,std_ar
25.730617470133033,200.0,200.0,200.0,0.0,70.13532082731857,7.171553966360867,0.21740105837101034
5.14156257637414,200.0,200.0,200.0,0.0,7.7552381362841745,8.465500553636176,0.1967746483882088
3.9509041775819753,200.0,200.0,200.0,0.0,4.592480916960469,0.8063456573289648,0.24776663579800387
3.4772261748421607,200.0,200.0,200.0,0.0,2.0923352867491873,0.5414101362660775,0.1787111647099521
3.285730307194294,200.0,200.0,200.0,0.0,2.2145018039257915,0.25894555240612954,0.24943886096407733
3.1774708958466467,200.0,200.0,200.0,0.0,1.39387507850825,0.2855877514365939,0.19495686647681165
3.0891279014275743,200.0,200.0,200.0,0.0,1.4909752992854899,0.1765854823907424,0.17796206322666805
2.9982952634307316,200.0,200.0,200.0,0.0,0.9763392642950125,0.2622130920933488,0.22311809298850718
2.935907750257403,200.0,200.0,200.0,0.0,1.1255548054332478,0.1746575194490414,0.17827747141003727
2.9256669776908533,200.0,200.0,200.0,0.0,0.7105902719714098,0.20152480779846818,0.15115537904229623
