start
time, average_reward, r_std
80,187,-4.127355790102194,35.17298153937953
81,200,-0.4787844365958743,15.631662888997699
82,200,-0.5593637505574273,16.231326449264248
83,200,-1.4721692107280961,28.068091470952815
84,200,-0.8279992964231047,23.29391205337389
85,200,-0.6013722798080366,15.972363371889381
86,200,-0.11932882372121487,14.843795617028622
87,200,0.13866398872049387,17.67827782909873
88,200,0.18392057426217637,11.626664948199616
89,200,0.3404404083734847,15.106361505137041
90,200,-0.009726777406943152,10.879988329673097
91,200,-0.04953763175418859,21.008201439889486
92,200,0.4162979345852938,12.28256291045644
93,200,0.1885693881005495,13.46087317815024
94,200,-0.181170753175253,16.07332913676231
95,200,0.21370882780370645,11.351101570108378
96,200,-1.034065941565822,21.261527435969924
97,200,-0.31579207032450957,13.084963938347606
98,200,0.24206127775973343,12.593266743941237
99,200,-0.01373057499827485,9.056516221381722
100,200,-0.7798187143042955,19.734063606971226
101,200,-0.6002085196341019,18.04662664644553
102,200,-0.1125578103109672,10.298425063127338
103,200,-0.358387726929095,12.932947899200823
104,200,-1.0604095790610095,14.567151899013536
105,200,-0.17780996287363315,17.585808905438988
106,200,-0.1034144114656145,12.181720285401857
107,200,-0.6015268721622432,19.89261304944688
108,200,0.14094650287967345,9.36494520795276
109,200,0.16755454038555226,12.977998822311786
110,200,0.04107656672634345,9.26803083419792
111,200,0.047606800188633336,12.24089496629023
112,200,-0.040546942467628286,8.468794478056266
113,200,-0.0004261095563521506,12.314090712895014
114,200,0.2852018264042744,9.714570306147241
115,200,-0.16662206150984518,12.755916094416971
116,200,-0.014516703514897186,8.79146985126845
117,200,0.12248193527941557,5.527035716983581
118,200,-0.22017258248062627,13.281538708336784
119,200,0.26677044681998746,10.035594508086104
120,200,0.09647384641982158,17.49318750229214
121,200,-0.20481313130907264,15.407715186501669
122,200,0.2461907385974816,12.207999722148497
123,200,0.32991900450395534,14.205217846960705
124,200,0.34888962484315805,12.445429155062486
125,200,0.16995439108966542,14.928736510079117
126,200,0.25919915387902925,13.150040105224727
127,200,-0.296620811372247,14.824477139227817
128,200,0.2869863728510596,10.877655925723598
129,200,-0.29436366700721617,12.074903142572875
130,200,-0.35933219276873724,16.89841239584664
131,200,0.13527521872378137,9.919724298622791
132,200,0.041839443117230056,7.665667842739004
133,200,-0.6039619862340653,24.735274098123316
134,200,0.237765704812341,15.518984399648973
135,200,0.20400831938239142,10.073163328067709
136,200,-0.0029671808105695653,11.19616625082788
137,200,-0.20309922652010104,21.423449140913505
138,200,-0.28512036590251993,16.0303153318392
139,200,-0.308104550991038,16.930720271665997
140,200,-0.017629995900932068,15.976098128973168
141,200,0.06776558633275921,12.038317906099662
142,200,-0.024355116647541995,16.300733088163113
143,200,-0.04345251673729611,16.28405328256162
144,200,0.032495777046859464,14.601289378443177
145,200,0.36186359367572,13.213450674418548
146,200,0.0064081022609491604,15.101860360151072
147,200,0.11779289076095367,13.373460725495326
148,200,0.09488303600038246,11.321271632469976
149,200,0.4323278692761566,13.78194184192746
150,200,0.39316064389937344,10.745326125499384
151,200,0.2754616891235185,13.979979720342747
152,200,0.10353342931736302,13.672365884859463
153,200,-0.6378778692559511,17.689852762226348
154,200,-0.4859732650744532,17.472937764528144
155,200,0.2906062393865763,12.989285341995831
156,200,0.08780900755869031,12.87269541989105
157,200,-0.014044915742461325,19.101655730367
158,200,-0.21542363834927594,11.610953937931516
159,200,0.37377974197137454,12.097231166553131
160,200,-0.07535779976693223,22.18326130939547
161,200,0.35827180284950566,15.91641677812122
162,200,0.03554648136879181,6.752338796436774
163,200,0.23996749113234264,11.67432466228476
164,200,0.15786082038290758,17.722680339460048
165,200,0.3484354866097619,10.44121014698529
166,200,0.2134593177488509,10.39316260254343
167,200,0.2642789443355776,11.968654332107718
168,200,0.0471520017476837,6.834929147579833
169,200,0.44228997054374114,11.73114818405102
170,200,0.20826134221656312,18.796396100279207
171,200,-0.12481493988827941,17.436707482098576
172,200,-0.27774322206557034,24.453551393102025
173,200,0.2228347905438815,11.692124417106701
174,200,0.4347587241440192,14.94419962625432
175,200,0.03771021635032885,12.099935511023268
176,200,0.1319122905089474,15.65824450783917
177,200,0.023154914542920298,9.56974736818392
178,200,0.12529890780903413,10.967066039111998
179,200,-0.09630563993886822,8.69217799817161
180,200,0.2923805553849842,13.258778178565224
181,200,0.20655766743417772,10.416603802608469
182,200,0.06498814794660791,12.576279180014028
183,200,0.08181727891741063,20.195307788978816
184,200,0.2679887587532169,17.583660796895494
185,200,-0.08188844960856836,8.657083777573586
186,200,0.40523572810480984,13.207462193057596
187,200,0.09927564637931995,10.690381345568438
188,200,0.18405573394280528,6.939417122329143
189,200,-0.1608960142200026,17.067645882792863
190,200,0.3359664250623861,15.908596414411777
191,200,-0.5329428871943789,21.362667555962734
192,200,0.04492338993422776,15.048557161833914
193,200,0.25391052964251143,15.290033466605228
194,200,0.5479018969723417,13.370738293436233
195,200,0.09847418491415019,14.132843097071756
196,200,0.2885848602607626,17.3824536031579
197,200,0.2914872774442455,11.999748252156772
198,200,0.15009575650264403,12.940179592900144
199,200,0.02220787921517897,17.33268835651375
200,200,0.42589211320158293,15.254197523726729
201,200,0.2914270857274152,10.652466005880433
202,200,-0.4049753651125877,24.899955707433765
203,200,0.12108500390477309,11.169089818691422
204,200,0.08252329371270506,19.351997171526
205,200,0.13918511382299428,9.888425745233073
206,200,0.4081657727862045,21.95561028825284
207,200,-0.3273387199464306,11.020378967278848
208,200,-0.6544435707159577,24.156601433160695
209,200,0.30454336258783965,12.172006297018422
210,200,-0.6774798168824154,24.698780371330013
211,200,-0.2759820933299283,23.469373564346952
212,200,0.4101934984607166,13.752721001295384
213,200,0.6921521836100859,18.72206557571562
214,200,0.41821711914117776,17.723466383116453
215,200,-0.3604503531551848,25.6122289896261
216,200,0.18354023800198718,12.14201163090555
217,200,0.26732877429350044,19.027786304927755
218,200,0.30962248047036817,11.671561783318099
219,200,0.3862960796157392,12.455628370574077
220,200,0.17490547945133184,17.505952812803628
221,200,0.31148740343150494,15.490159929278933
222,200,-0.46323618251811655,15.371532720546782
223,200,0.3064047509972841,20.96678777565595
224,200,0.34134801011345284,20.90863724227759
225,200,-0.19601160054792377,28.79636350166448
226,200,-0.28011266451010797,20.358390054994555
227,200,-0.7837872623901162,22.651888894282973
228,200,0.13656765213283148,24.04723950117852
229,200,0.09516565404720005,14.873947966704204
230,200,0.07248464333707781,25.54550898945246
231,200,0.10125470814580534,27.61552198446658
232,200,0.38229740319315136,23.43207013782712
233,200,1.0487030821529464,29.41198586074372
234,200,0.6655757341103357,19.526228989347217
235,173,-2.7161279961152824,44.48049055676406
236,200,-0.25456364879375526,37.424505060517326
237,200,1.9985719598960725,34.95489988178622
238,200,1.9636642902237678,35.60431375072586
239,87,-1.6665466547510464,49.41244266893185
240,74,-1.909489816889066,43.34537330652641
241,86,-8.80670827479705,63.23231450100943
242,84,0.39081714782549604,45.50245705636271
243,38,-5.790644403899444,81.72327666807952
244,200,1.7274514764135473,42.18818866098282
245,200,1.3287471802615012,29.77053399187208
246,200,1.4473804211346908,37.32687374814192
247,200,0.21146885425732193,14.417674759707799
248,200,0.897112939156703,26.936548180719544
249,200,1.4394737512219558,27.626503907951232
250,200,0.3154399217054917,34.90665167261475
251,200,0.20324795474321636,12.224271432403604
252,192,-0.6706702830991581,40.5244090550215
253,200,-0.5229215052821236,29.132427495094685
254,200,0.49121640934398386,16.97020837905049
255,200,0.5526664344462855,15.79726736811153
256,200,-0.24238823760188605,13.963957429061756
257,200,0.48942526443370077,38.99337310588388
258,200,0.15522481184172038,23.762061894833785
259,200,0.11037998133381072,9.929418437698171
260,200,0.08565706958404526,23.38921059159123
261,200,0.037629111698037294,16.94812551005924
262,200,0.4974952182053927,13.936141591050543
263,200,-0.07795122985976195,18.15578595457762
264,200,-0.11868081358846444,15.878643381994411
265,200,0.09716423895565629,22.984852768342392
266,200,0.2905861763648648,16.601940455551578
267,200,0.28515218297983713,16.890072880943748
268,182,-0.3523584868450166,35.54051718321383
269,200,0.14817527373082648,13.07648723763174
270,200,-0.006225642023710635,20.910617689710588
271,200,-0.13767830971254102,17.91650661914254
272,200,0.3585346422752541,12.673413212613148
273,200,0.4642157847202148,23.890152749990847
274,200,0.16599642158340833,15.630646616645741
275,200,0.1976168264115417,18.759796986583563
276,200,0.2626521146364837,17.810969722395797
277,47,-18.157833983680316,88.88238167523862
278,200,0.08735072716658691,14.708066270283897
279,200,0.6709215436083967,18.90627024458374
280,200,0.14311408237015882,15.426091414411728
281,200,0.20219525944291725,14.443940572873307
282,200,-3.333642112958857,35.01992148337996
283,200,0.6777179988054343,23.28789194232368
284,200,0.0607707208303276,16.82579797853045
285,200,-0.049983786956299736,17.23156636854768
286,200,0.27496891124314304,15.628615194102315
287,200,1.113666767319059,21.176681634600165
288,200,0.4377447359048622,33.81043026928129
289,200,0.26568087706782156,12.895414788720561
290,200,0.26766511429775075,19.380191603311822
291,200,-0.03242709514071808,20.98805222802637
292,200,0.14219835220213653,12.758649820084386
293,200,-0.0030006815169252993,18.92641506236769
294,200,0.49739634479166894,16.35610850731961
295,200,0.1312085476268698,13.288304427113953
296,200,0.06528775627401939,16.235795647885872
297,193,-0.3428299661793652,35.70198596328449
298,200,0.9083461147906204,22.34284420392539
299,200,0.37370399732479603,19.705945766435775
300,200,0.076730185369001,16.303869800449
301,200,-0.002965404564074928,24.131689974997528
302,200,0.39658420129056704,14.672707433293981
303,200,0.1423329363188638,23.479000393641076
304,200,0.04109841923336953,16.030361451887643
305,200,0.6235933055633214,37.33482477017702
306,200,-0.24852083631178137,14.677450278747868
307,200,0.1683234598440809,29.94903283899234
308,200,0.9121582953811614,22.417634323862757
309,164,-1.6072638879604424,44.39098753868057
310,200,-0.927365073795668,39.71680546408684
311,200,0.908645402367729,19.481281195448997
312,200,0.2541687049458374,22.540617170286147
313,200,-0.5966175107603628,45.23363423733008
314,200,-0.3642910990087151,33.498256784174174
315,200,0.39143943695454403,19.750674931008362
316,200,0.04645792751399835,16.380400943474957
317,154,1.0212866808646945,42.39245471444569
318,200,1.9064869702948068,31.022036672966284
319,200,0.5509907974791365,17.03253141757856
320,200,-4.238401581233739,50.29314381908875
321,200,-0.9795802984564507,36.28596260229756
322,200,1.5598591952345973,32.021478123869905
323,200,0.7727780536135409,17.10482387226671
324,200,0.10496275183187766,11.091328123648827
325,200,0.13971290707157724,34.31230472412359
326,200,0.7507844998880326,32.452401337166684
327,200,1.180563772779577,24.799464345160924
328,200,0.10486537717357597,32.29114444676743
329,200,0.5017031719178039,21.173280008248472
330,200,0.6413476205884888,20.726348881751584
331,200,-0.1976205317378427,19.540064752771272
332,200,0.6320797929072278,27.09912806801206
333,200,-0.8410597056702664,32.59148157657033
334,200,0.6207059819550839,20.95629418389145
335,200,0.07653457029586845,35.68484529501322
336,200,-0.2158287693470271,26.220566071895394
337,200,0.3910156397364247,32.54966742862905
338,200,2.058584059160853,28.728862070993692
339,200,-0.07506677552346419,29.5052749832666
340,200,1.5517803658398994,29.556049147321538
341,200,1.0310940869246146,32.93450408672733
342,46,-19.20234778983726,101.09471512910153
343,200,-0.05498871940220958,28.89582481629951
344,200,0.3338132774335652,16.600787139613395
345,191,-1.0317401903946193,34.13810844143856
346,200,1.2034389349589847,30.822355958215127
347,200,-0.3180077580959716,28.043201294316024
348,200,1.104781201220677,25.31328492636143
349,200,-1.1011538749972556,31.86854980648823
350,200,0.776793319420263,21.639028672642308
351,200,-0.04015282952418668,22.02689313541432
352,200,0.07152617847237995,29.268447361488654
353,200,0.9117120489038191,31.537691451641415
354,200,0.29512011194461174,22.208180608043303
355,200,-0.9347088853655462,34.59214693769032
356,200,-0.3150240297059539,35.02607850157435
357,200,0.11319559061029222,31.880347560903253
358,200,0.4468242696509816,24.54890786279997
359,200,0.30743772311688417,30.947152628187474
360,200,0.17052986056136643,17.738193131729812
361,200,0.8073665339902215,20.15165948267069
362,200,0.7534283994280526,31.358938601957426
363,200,1.9285158279487569,30.77601699851369
364,200,-2.0908573345894355,38.359919972556334
365,200,0.3095738008178448,22.045127771733267
366,200,0.27697840791345324,26.00942723097435
367,200,0.8905795858143357,24.433834100468328
368,200,0.1555833255142044,23.629943731835606
369,200,0.0790117522767136,17.70889031301298
370,200,1.1261401543028697,25.967760618358405
371,200,-2.1426408636716014,37.67219723493538
372,200,0.16811303770890246,26.832459419121694
373,200,-0.8323224274394796,29.269070355563567
374,200,0.40619643560269086,31.900743479677537
375,200,0.9456788471109006,30.918894307817194
376,200,0.49839265199574756,19.360745273699226
377,200,0.3168958026363553,14.45445233992369
378,200,0.31186177475499544,17.275031250788235
379,200,0.7744125315329843,30.022571763448298
380,200,0.45651162940933887,15.899885777101394
381,200,0.0547306816781579,36.317892755664545
382,200,0.27236398868449957,33.0606891985866
383,200,0.38185926609153203,27.531335778697155
384,200,-0.4232508016197978,30.5694326294705
385,200,0.648791844707602,27.76749230935188
386,200,-1.208028194614354,40.33107838991714
387,200,-1.6182724944582683,39.111568031328645
388,200,0.563720842546331,15.92109664420637
389,200,0.18644195904758684,14.941818465388987
390,200,0.2461713363421168,22.463868522109067
391,200,0.6957804016563012,25.754498212311354
392,200,1.8129322289428356,30.095847935670054
393,200,0.47475015133263526,34.13512357754407
394,200,-1.603268803109478,37.15088257783615
395,105,-3.2711934102609606,64.52032772778855
396,200,1.0825279141565665,34.77206912008562
397,200,0.08722023695763431,18.528470378953045
398,200,-0.0734036729460469,27.519227515711083
399,182,-0.8661104620439476,38.50685502455036
400,200,0.1847747259628228,20.121228218904637
401,161,-0.5195573110773672,41.07101711762824
402,200,0.5173318048789344,34.24046812370931
403,200,0.2760319120124277,19.868400955089296
404,200,0.5999315079601124,19.412565740041778
405,200,2.2541632597704364,34.36344751322254
406,200,-0.8677367542425737,37.982620659823695
407,175,-1.1444768059913086,38.88966461524531
408,200,0.654055980328079,20.583637355856318
409,200,-0.08938872678551797,32.217231050696284
410,200,0.5921153238483116,13.624613993490893
411,200,-0.2816907863212206,34.46437912503276
412,200,-0.8738835158097988,34.066965255560305
413,200,1.671313388262821,35.52087807806194
414,200,0.1794737251250811,22.494352968596413
415,200,-0.2238357784151658,33.34736013024138
416,200,-0.19440590506091915,42.686397019457864
417,195,1.4896864813752473,36.91304852378442
418,200,0.2104737153248715,16.20174832378538
419,167,-0.7516834308146442,49.99644266338365
420,200,1.592653711153256,34.08238021880401
421,200,0.34000626947524976,23.589138900110516
422,200,0.8313398346117696,22.152392248765146
423,200,0.2741041133292575,14.315638081334484
424,200,0.5617707428938927,13.564194439513505
425,193,1.04020939936745,38.06003989686988
426,196,1.1236962993060935,30.40667251133127
427,200,0.36332118526550383,11.880731830404065
428,200,0.6682714914528646,18.392808387102885
429,182,-0.006938647083650394,41.366699830990726
430,200,0.02237791952737854,21.435175920751565
431,200,-0.22919856222561746,20.43576132392375
432,200,0.9147918508374071,24.10462364116738
433,200,0.5315880441523375,21.16449449756994
434,200,0.5333017022278735,29.424466607726927
435,200,0.24869455069341057,24.80811432503271
436,190,1.334658625819497,35.554668141126086
437,200,0.055249045153695484,14.148406067116767
438,200,0.30026904251332837,16.915877000485928
439,200,0.7032363539177888,21.421651247695063
440,200,0.027303334525855965,18.65095474442018
441,200,-0.18788180312974911,15.550111930068462
442,200,0.5355703489255892,12.204631948635859
443,200,-0.5652542253216758,21.793908002796016
444,200,-0.023195964077384938,13.548633587087904
445,200,-0.18451952757828724,41.20309702878951
446,139,-3.034020700255762,56.69009767995013
447,152,-1.8254167830571537,32.71447347545298
448,200,-0.21414942397132344,31.493146470712027
449,200,0.15151056360509463,26.073320551877963
450,161,-0.19166981097310873,44.97948298034778
451,200,0.5944430684726988,19.955234139616177
452,200,0.2834421309675249,10.386308591451932
453,200,0.5487782411913782,16.930312290947004
454,191,0.6566581518585339,47.7156714275565
455,200,0.1905159348987003,11.420165159153743
456,108,-2.524362823589941,48.479664869470696
457,200,-0.0308656275057075,33.42687624949837
458,200,0.437745740283374,14.305431032901511
459,200,-2.3039642634731363,40.23295601402502
460,155,-2.5882721168230973,52.187563077398515
461,107,-1.8819913147140364,34.020163970492696
462,200,1.1295560095178419,31.8307705886621
463,200,0.5874258533007837,14.885076594742285
464,200,0.2949724772224321,27.04742324830507
465,200,0.2655908166781886,14.16604901940962
466,200,0.4738313835919215,17.54231611140889
467,200,0.19840418618621647,22.664354227065036
468,200,0.033442612478612084,8.727438758546084
469,188,-0.6418833100142325,40.484436359254815
470,200,0.4851393287102856,22.8207135495311
471,162,0.033407479472549725,41.10227651959443
472,186,0.3754312034907774,33.08727984583517
473,200,-0.3662937519098422,26.45756135417755
474,200,-0.3640950729312314,25.17894678803588
475,200,1.4386674638678452,36.01944792350155
476,186,-1.6921061665786286,43.32562068848762
477,200,-1.0153147658033654,32.06340512071905
478,187,-2.4802251614259725,52.15194124809863
479,200,0.44927089675025444,14.467127253492619
480,200,-0.5351485444981625,45.20561423558788
481,200,0.3003744467325392,16.92184048897884
482,200,0.07782615519517105,30.75279304335138
483,200,0.6909722732960359,36.81336366255756
484,200,0.845117436861386,28.790600459856407
485,200,0.173306647910918,23.914072282130174
486,200,1.0438216136702956,26.24238168322223
487,150,0.33164463197974975,37.30926437718879
488,121,-1.971174622556814,49.65880109065389
489,200,0.40709919872314765,27.01104545646492
490,200,1.1233930162074597,28.489002931258447
491,195,1.1268750675406654,40.731999411472856
492,200,0.5479469286568052,27.015228172664337
493,200,0.5761379630974117,38.593860029062675
494,189,0.3746659360380173,40.223552275270954
495,200,0.15813017822895706,23.894318783200475
496,140,-0.5831299374094443,45.5890315349129
497,200,-0.42549926986515413,41.14964397761741
498,200,0.30234547063951595,25.413769975914438
499,143,-0.8020983222950726,48.60195410389917
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
t,201
