t,best,mean,worst,sd,mean_ar,std_ar
21.171503301015715,12.0,9.43,8.0,0.908350152749478,80.94015501517778,7.043889935303276
21.17149612263853,13.0,9.64,8.0,0.9850888284819801,1.5536072481423082,5.737746660833125
21.171492247968946,19.0,10.13,8.0,1.7126295571430503,2.6105568664300725,5.35571373429242
21.17149196825961,13.0,9.75,8.0,1.306713434537198,1.814171231176077,5.518284691753271
21.171489200155403,13.0,9.65,8.0,1.0805091392487154,1.9801299303491007,5.686730677236905
21.17147127389168,12.0,9.48,8.0,0.9431860898041277,2.2496075895783267,5.5964100049720695
21.1714620552713,14.0,9.89,8.0,1.2875946567146046,1.2475799573153514,5.473819258904029
21.17146090947987,13.0,9.82,8.0,1.0805554127392076,2.406216378411888,5.5253986234227535
21.171460798337773,12.0,9.75,8.0,1.0331989159885913,1.929222698183727,5.894455197396636
21.171460554171855,12.0,9.59,8.0,1.000949549178179,1.7797748900590908,5.659285056036572
21.17145948483882,12.0,9.62,8.0,1.0656453443805778,2.094468747226672,5.733960995132094
21.17142508697677,12.0,9.41,8.0,0.9283856957105706,2.12192279815227,5.700118694158885
21.171409876338505,15.0,9.64,8.0,1.1092339699089637,2.354696416835554,5.808579596869536
21.171405676640962,14.0,9.84,8.0,1.230609605033213,1.9437109127207493,5.351304855785398
21.171404358517034,14.0,9.86,8.0,1.1918053532351665,1.723730794808218,5.730158428041777
21.171397620877272,13.0,9.73,8.0,1.1300884921102419,2.335155108773326,5.40223605762974
21.17136738852425,12.0,9.54,8.0,0.8296987405076616,1.5603218253540792,5.950457219839233
21.171365251488115,13.0,9.7,8.0,1.0723805294763606,1.56200644083844,5.864725419554813
21.17136281099742,15.0,9.74,8.0,1.1101351269102333,1.6302208563699252,5.739856348905966
21.171337289614357,12.0,9.46,8.0,0.9840731680114035,2.2486633337681137,5.622958717990469
21.171335089533848,13.0,9.61,8.0,1.1035850669522493,1.5601222645772739,5.50865336414136
21.171303816264757,12.0,9.61,8.0,0.9684523736353793,2.0906998473656486,5.625914976286393
21.17130347914951,13.0,9.77,8.0,1.0474254150057656,1.773283955465394,5.558922190059383
21.171302138785347,12.0,9.35,8.0,0.8874119674649424,1.8423167451577074,5.7681133655400645
21.171300041831906,13.0,9.61,8.0,1.047807234180028,1.7593219239273195,5.748297143511568
21.171259118638314,11.0,9.3,8.0,0.768114574786861,1.2290708162576338,5.844272869858583
21.171215187400268,12.0,9.6,8.0,1.0392304845413265,1.423063181628728,5.697537800388273
21.171215014792576,12.0,9.59,8.0,0.9601562372864116,1.6731628371497829,5.895220239085156
21.171213301307937,14.0,9.78,8.0,1.2615863030328127,1.9780909593938194,5.579188380767922
21.17120488534604,24.0,10.19,8.0,1.8476742137076008,2.3248574365872505,5.541125521573043
21.171204447638463,15.0,10.32,8.0,1.5484185480676727,1.8590209425357822,5.609685406874572
21.171181851951225,12.0,9.59,8.0,0.9601562372864118,1.8544456736334123,5.738386661845339
t,best,mean,worst,sd,mean_ar,std_ar
21.171181808452236,12.0,9.59,8.0,0.9283856957105705,2.1210053056267553,5.651145604225406
11.700459953513926,200.0,200.0,200.0,0.0,86.54167792269665,7.563438931843774
4.352671962428699,200.0,200.0,200.0,0.0,1.7570311024886005,2.146521978055893
4.109278290777351,200.0,200.0,200.0,0.0,3.2794331810798765,0.6837431835158642
21.17117836431112,12.0,9.61,8.0,1.0089103032480145,2.24373372571885,5.5164167495872825
21.17117190382698,24.0,9.89,8.0,1.8702673605663978,2.128610889839287,5.495754951959822
21.171171632349825,15.0,9.71,8.0,1.2593252161375947,1.9089811598371398,5.6235812888111445
21.17116873028021,13.0,9.85,8.0,1.0988630487917956,1.5633137922803613,5.561233705524391
21.171168433673373,15.0,9.81,8.0,1.2703936397825675,1.6704636697307371,5.61630634276749
21.171167672615372,13.0,9.6,8.0,1.0583005244258363,2.399516631733356,5.708709521150198
21.171148832273424,14.0,9.69,8.0,1.074197374787334,1.7731901590534263,5.508526240102765
21.171125297610555,15.0,9.8,8.0,1.1916375287812984,2.156356794517195,5.8175073273791105
21.171120047822082,13.0,9.52,8.0,1.043839068055991,1.515918167233791,5.65818267961592
21.171116789414114,14.0,9.73,8.0,1.164946350696031,2.548269962502088,5.435523020586062
21.17111593692931,12.0,9.75,8.0,1.0712142642814275,1.8644050658967608,5.66445707417236
21.171115929719235,15.0,9.95,8.0,1.5644487847162014,1.8400973545782349,5.47124923076999
21.171113460547648,13.0,9.66,8.0,1.060377291344925,2.05857732281997,5.639527873742872
21.171105919970817,12.0,9.65,8.0,1.0712142642814275,1.4609668600042052,5.85058065571725
21.171082009514443,17.0,9.98,8.0,1.3489254983133798,2.1180470460628387,5.384407546204184
21.171032794081725,12.0,9.59,8.0,0.9705153270299238,2.587840434892809,5.295070802057709
21.17103268799032,15.0,10.16,8.0,1.4947909552843834,1.981677742825766,5.598060515035089
21.17100250518306,15.0,10.09,8.0,1.4906039044628858,2.3843383045822963,5.546621087213297
21.170894884281914,12.0,9.38,8.0,0.9568698971124551,1.8045097754166157,5.779005709253029
21.170889122402293,12.0,9.5,8.0,0.7681145747868608,1.5296106708160269,5.887522152873439
21.17088715972776,15.0,9.87,8.0,1.3088544609695918,2.578031177458275,5.53806000794054
21.170882799940237,12.0,9.6,8.0,0.9273618495495703,1.7681628905033129,5.823009754713151
21.170869719765072,26.0,9.67,8.0,1.8870877033142892,1.8471481045154323,5.684842568861371
21.17086932806437,15.0,9.61,8.0,1.1126095451684748,2.209157504910119,5.652707309065692
21.17086851127038,12.0,9.54,8.0,0.9210863151735564,2.175576151037683,5.567982009034236
21.17082567669997,12.0,9.55,8.0,0.9420721840708387,2.1804075735335133,5.768367850561975
21.17078090484353,26.0,10.22,8.0,2.2872691140309658,1.7700508512666624,5.566450162539868
21.170774437614497,12.0,9.87,8.0,0.9762684057163789,1.7507480528118151,5.817458663175715
21.170765107016315,14.0,9.95,8.0,1.3518505834595773,1.1368463137340967,5.8062259807410355
21.17072878363819,12.0,9.62,8.0,0.7717512552629896,2.0193109635888504,5.795035940622504
21.17070469521339,26.0,10.19,8.0,1.963135247505887,2.236460631545105,5.54320178331011
21.17070468910966,14.0,9.96,8.0,1.3410443691392169,1.7437147918773936,5.5369276244258545
21.17070444409714,13.0,9.69,8.0,1.0458967444255671,1.8181290571423294,5.575367951708189
21.170700601888118,13.0,9.81,8.0,1.2385071659057934,1.882054223646813,5.508648130740549
21.170647582049092,12.0,9.71,8.0,1.0610843510296437,1.6760718752969868,5.630856077589435
21.170557708948266,15.0,9.84,8.0,1.324537655183876,1.5757543137892962,5.660837187230905
21.17045370279002,12.0,9.53,8.0,0.9322553298319082,1.65676487101595,5.762142006897973
21.170438342225836,13.0,9.78,8.0,1.1539497389401325,1.9487653438546089,5.745189035875775
21.170438314737858,14.0,10.03,8.0,1.25263721803242,2.302683464068325,5.523669832115646
21.170437572250542,13.0,9.5,8.0,1.044030650891055,2.075460724318757,5.692570831239542
21.17043615043698,13.0,9.66,8.0,0.8742997197757756,2.030893921001097,5.710505982460418
21.170435763870312,13.0,9.73,8.0,1.0663489110042736,2.278308505397181,5.49595340120574
21.17043320857802,14.0,9.74,8.0,0.9551963149007643,1.8571073860964336,5.63983793822964
21.170432280370086,14.0,9.65,8.0,1.0331989159885913,1.5967354281868513,5.64731906243709
21.170424201426993,14.0,9.83,8.0,1.1920989891783316,1.359261597394723,5.625848054475146
21.17041627499886,11.0,9.38,8.0,0.7180529228406497,1.5040015998961358,5.9453678783717665
21.170315970196327,13.0,9.58,8.0,0.9816312953446421,2.2643223459959856,5.47504484630344
21.17029523812455,12.0,9.57,8.0,0.9083501527494778,1.7067843284632045,5.68685381359978
21.17029364791746,12.0,9.59,8.0,0.9909086738948246,1.78510712582578,5.876760596391582
21.170293244393726,12.0,9.67,8.0,1.039759587597056,1.5269523529583173,5.705743955020311
21.17027969406462,14.0,9.67,8.0,1.2494398745037714,2.051352944016137,5.396019003967871
21.17026163699636,13.0,9.68,8.0,0.9152048950918041,1.787733141626499,5.749369352795614
