t,best,mean,worst,sd,mean_ar,std_ar
t,best,mean,worst,sd,mean_ar,std_ar
t,best,mean,worst,sd,mean_ar,std_ar
18.55155389335869,58.0,47.18,32.0,5.507050027010831,82.63423085541145,11.080170043477887,1.2193124904882469
17.021620492254275,24.0,17.15,12.0,3.089902911096075,7.363362042322355,3.174714362560581,1.8643794410639627
9.590280610017961,16.0,11.78,9.0,1.6708081876744563,6.6416677282140775,2.2757779563854474,2.5324083307964433
7.5332849482983955,102.0,40.38,24.0,12.04390302186131,8.542031803447278,1.5792919008784414,0.7351314789031411
3.910177334037604,13.0,10.65,9.0,1.2757350822173072,3.2800334017135255,0.8878837356049362,3.9656894279682033
3.909411231091817,32.0,22.77,16.0,4.34707947937463,2.569675907685266,0.751307512379008,2.832992772322315
3.5381759181295958,146.0,58.77,35.0,21.018494237218803,2.5090051369369593,0.7267492367334055,0.8284060309593465
2.8090117356441513,69.0,22.01,8.0,12.776145741185015,1.3668746458193497,0.4657157992175186,2.6997199192963333
2.7969353105050776,28.0,10.62,8.0,3.5854706803988785,-0.7223012377221011,0.22315096213449714,3.9006894851887166
2.498842796319478,11.0,9.33,8.0,0.7880989785553589,-0.6100223124161899,0.22396178075140874,5.698053998710201
2.331131096425485,21.0,16.21,11.0,2.4384216206390557,-0.5744604324971538,0.21904003279690815,3.1956778438911186
2.295023030796849,30.0,19.32,10.0,7.578759793000435,-0.9982824050779324,0.11432822227413862,2.444063414153145
2.2723499744387006,11.0,9.42,8.0,0.7507329751649384,-0.9052854282366269,0.10882435022017883,4.639100993711092
2.2266263792478407,91.0,37.77,21.0,15.775839121897764,-0.9642018746261949,0.09459597700538412,1.0719837392240512
2.2245741559272445,33.0,26.2,19.0,3.6,-0.6058798374572716,0.19626570164711882,1.3196754118826488
2.218151568161433,145.0,48.13,24.0,25.432127319593224,-0.5195740097989581,0.21842358040033377,1.077530909436239
2.206803436112907,81.0,35.16,12.0,13.800521729268063,-0.6586700873353274,0.19091166915591518,1.2296545439387798
2.206027467702511,72.0,32.21,10.0,12.475011022039219,-0.8197536391088677,0.14909438547392975,1.2362980304327422
