t,average_reward
1.6306806836130587,200.0,85.95,31.0,3163.6075000000005
1.6168057749322848,101.0,69.69,55.0,117.91390000000001
1.5885429334167662,12.0,9.52,8.0,1.1095999999999997
1.585037286077895,200.0,66.63,26.0,2201.3131
1.5847171732463363,180.0,49.08,24.0,907.3735999999999
1.5837962035362478,101.0,53.47,31.0,253.82909999999995
1.5837832696062584,200.0,54.06,32.0,565.3964000000001
1.5772430829609323,18.0,9.44,8.0,1.3464
1.5280231783492015,200.0,91.47,62.0,1104.8491000000001
1.5036323894814165,76.0,39.81,26.0,95.39389999999999
1.4962906111794734,81.0,63.48,47.0,52.62959999999999
1.496098696422905,83.0,61.46,48.0,76.5684
1.4910223163488747,184.0,54.72,27.0,793.5615999999999
1.4890103768439604,12.0,9.96,8.0,1.2984
1.48808761450015,197.0,54.0,26.0,1164.08
1.4799451843243454,200.0,100.25,52.0,2981.7875
1.4767574589118952,200.0,69.58,31.0,1797.0836
1.4767230423252236,151.0,52.49,32.0,468.7498999999999
1.4708944047748924,16.0,11.99,9.0,2.3899
1.4669830215121589,179.0,51.23,29.0,543.5771
1.4547388220450255,200.0,84.11,59.0,686.9178999999999
1.454290171840726,165.0,73.7,57.0,262.83
1.4373440236446768,200.0,57.82,24.0,1678.1476
1.4369640057622168,200.0,64.7,31.0,1749.5900000000004
1.4354683459576167,17.0,12.96,10.0,3.5984
1.4321493750808063,199.0,56.04,28.0,1208.6184000000003
