t,best,mean,worst,sd,mean_ar,std_ar
27.281131748778787,200.0,200.0,200.0,0.0,84.98219320541469,18.651628780874873,0.196320085266317
4.886465654782076,200.0,200.0,200.0,0.0,1.449260909768472,9.923683503832079,0.22377897562587828
4.710534771158816,11.0,9.5,8.0,0.714142842854285,-4.789234763853635,0.34187695845443683,2.922558553895464
4.083099108365967,200.0,200.0,200.0,0.0,-4.21963240511373,0.2537639116035112,0.24154453293760458
3.751915783919724,11.0,9.42,8.0,0.6954135460285483,-3.4845409593462104,0.5423026214875208,4.137497303974432
3.7398976954794825,200.0,200.0,200.0,0.0,-2.94448005241894,0.18618183958792853,0.23601335853033892
3.7334641498238774,200.0,200.0,200.0,0.0,-2.8574767102744083,0.27066102539765297,0.2441758330679558
t,best,mean,worst,sd,mean_ar,std_ar
26.98958634120661,12.0,9.3,8.0,0.91104335791443,89.62666366494467,4.990642529727579,0.2805259862241703
12.793595799481784,200.0,200.0,200.0,0.0,5.1475338106505255,6.458462500504175,5.269398234659618
3.5720821499289337,200.0,200.0,200.0,0.0,14.867220559429372,0.4464128497845324,4.360098580911873
1.5204007499686765,200.0,200.0,200.0,0.0,0.3997353213186444,0.9320631092654021,5.0550736332459145
1.4979831310875507,200.0,200.0,200.0,0.0,1.1659451820575488,0.18904385702158782,5.452436589081652
1.4528632446081011,200.0,200.0,200.0,0.0,1.0207959803460926,0.22732256321697494,4.99721470895344
1.4515183389345085,200.0,200.0,200.0,0.0,0.7113627141669058,0.2816509716275423,3.859365615379123
1.3485905134740035,200.0,200.0,200.0,0.0,0.6787108256839091,0.30692576272918126,5.716185461069084
1.1120892367855777,200.0,200.0,200.0,0.0,0.9924525297439203,0.18725716645199475,3.3897704428122273
1.0130279926214258,200.0,200.0,200.0,0.0,0.2767615933068415,0.25844987918539736,5.339655667537298
0.7773770326785177,200.0,200.0,200.0,0.0,0.5474827778256874,0.1815581562359344,3.654128152064361
0.6607785879676076,200.0,200.0,200.0,0.0,-0.2067319694463394,0.19076282184220247,3.542230142030091
0.6401957135521207,200.0,200.0,200.0,0.0,0.1514669107812206,0.13365682140948026,6.067233992636493
0.6374525662547658,200.0,200.0,200.0,0.0,0.0020270100264651062,0.14665804064836838,4.976711358787611
0.6336458414490042,200.0,200.0,200.0,0.0,0.05286511621887985,0.14029378199570103,4.786546944779736
0.6220745951834322,200.0,200.0,200.0,0.0,0.09762997198586869,0.1289394222685157,4.390459837082982
0.6161923247797984,200.0,200.0,200.0,0.0,0.01965057173724222,0.13853904480038384,4.503384600069683
0.6069880864998841,200.0,200.0,200.0,0.0,0.09015985296264808,0.131937705877786,4.2089373374073755
0.5529573426251273,200.0,200.0,200.0,0.0,0.1880802295392178,0.11415354269256686,6.864746593378725
0.5065761894486671,200.0,200.0,200.0,0.0,0.26895195202662414,0.08792309891056305,3.842343239551264
0.4834299361593312,200.0,200.0,200.0,0.0,0.14316345562476698,0.09682996315030423,3.576505098352519
0.48227000672199083,200.0,200.0,200.0,0.0,-0.0012822189182211635,0.11001000238529687,4.511975480476289
0.4786669457487659,200.0,200.0,200.0,0.0,-0.024535792796591245,0.11072056705182315,5.436784943205917
0.39450602710625465,200.0,200.0,200.0,0.0,-0.09548147742461202,0.11527811189510949,5.776851997470866
0.3818975371578086,200.0,200.0,200.0,0.0,0.18166157661152502,0.07065696494385709,4.595217014817914
