0,9.9
1,8.91
2,9.9
3,21.779999999999994
4,7.920000000000001
5,8.91
6,43.56
7,12.870000000000001
8,64.35000000000004
9,8.91
10,15.840000000000002
11,24.74999999999999
12,40.589999999999996
13,29.69999999999998
14,38.60999999999999
15,9.9
16,11.88
17,34.649999999999984
18,80.18999999999996
19,11.88
20,48.51000000000001
21,39.599999999999994
22,8.91
23,33.65999999999998
24,34.649999999999984
25,8.91
26,13.860000000000001
27,38.60999999999999
28,22.769999999999992
29,9.9
30,10.89
31,16.830000000000002
32,15.840000000000002
33,198.00000000000034
34,44.550000000000004
35,28.709999999999983
36,12.870000000000001
37,36.62999999999999
38,22.769999999999992
39,26.729999999999986
40,10.89
41,8.91
42,13.860000000000001
43,7.920000000000001
44,8.91
45,8.91
46,22.769999999999992
47,16.830000000000002
48,17.82
49,59.400000000000034
50,9.9
51,41.58
52,99.98999999999985
53,59.400000000000034
54,8.91
55,41.58
56,19.799999999999997
57,8.91
58,8.91
59,26.729999999999986
60,9.9
61,8.91
62,13.860000000000001
63,48.51000000000001
64,32.66999999999998
65,9.9
66,8.91
67,9.9
68,8.91
69,9.9
70,41.58
71,13.860000000000001
72,12.870000000000001
73,9.9
74,12.870000000000001
75,32.66999999999998
76,11.88
77,19.799999999999997
78,19.799999999999997
79,34.649999999999984
80,8.91
81,83.15999999999994
82,9.9
83,9.9
84,8.91
85,14.850000000000001
86,9.9
87,14.850000000000001
88,15.840000000000002
89,9.9
90,85.13999999999993
91,15.840000000000002
92,22.769999999999992
93,15.840000000000002
94,19.799999999999997
95,34.649999999999984
96,27.719999999999985
97,29.69999999999998
98,9.9
99,23.75999999999999
100,9.9
101,9.9
102,7.920000000000001
103,29.69999999999998
104,28.709999999999983
105,11.88
106,16.830000000000002
107,26.729999999999986
108,38.60999999999999
109,20.789999999999996
110,8.91
111,18.81
112,8.91
113,18.81
114,9.9
115,9.9
116,19.799999999999997
117,8.91
118,9.9
119,12.870000000000001
120,14.850000000000001
121,194.0400000000003
122,16.830000000000002
123,8.91
124,30.68999999999998
125,8.91
126,9.9
127,19.799999999999997
128,7.920000000000001
129,39.599999999999994
130,9.9
131,7.920000000000001
132,8.91
133,8.91
134,31.67999999999998
135,21.779999999999994
136,31.67999999999998
137,32.66999999999998
138,8.91
139,25.739999999999988
140,9.9
141,33.65999999999998
142,24.74999999999999
143,9.9
144,18.81
145,21.779999999999994
146,18.81
147,12.870000000000001
148,17.82
149,8.91
150,9.9
151,12.870000000000001
152,22.769999999999992
153,7.920000000000001
154,8.91
155,7.920000000000001
156,74.24999999999999
157,8.91
158,10.89
159,19.799999999999997
160,17.82
161,9.9
162,27.719999999999985
163,9.9
164,9.9
165,21.779999999999994
166,8.91
167,9.9
168,15.840000000000002
169,16.830000000000002
170,23.75999999999999
171,8.91
172,31.67999999999998
173,9.9
174,7.920000000000001
175,9.9
176,8.91
177,8.91
178,9.9
179,21.779999999999994
180,9.9
181,9.9
182,7.920000000000001
183,9.9
184,7.920000000000001
185,15.840000000000002
186,7.920000000000001
187,18.81
188,9.9
189,20.789999999999996
190,9.9
191,8.91
192,17.82
193,9.9
194,8.91
195,17.82
196,23.75999999999999
197,14.850000000000001
198,9.9
199,8.91
200,9.9
201,7.920000000000001
202,8.91
203,8.91
204,8.91
205,9.9
206,8.91
207,8.91
208,9.9
209,9.9
210,8.91
211,9.9
212,14.850000000000001
213,8.91
214,9.9
215,8.91
216,9.9
217,9.9
218,9.9
219,9.9
220,7.920000000000001
221,9.9
222,9.9
223,8.91
224,9.9
225,7.920000000000001
226,8.91
227,9.9
228,7.920000000000001
229,9.9
230,17.82
231,9.9
232,9.9
233,7.920000000000001
234,8.91
235,9.9
236,9.9
237,8.91
238,8.91
239,72.27
240,9.9
241,9.9
242,8.91
243,8.91
244,9.9
245,9.9
246,10.89
247,13.860000000000001
248,8.91
249,8.91
250,9.9
251,8.91
252,8.91
253,23.75999999999999
254,29.69999999999998
255,8.91
256,8.91
257,7.920000000000001
258,9.9
259,29.69999999999998
260,29.69999999999998
261,8.91
262,11.88
263,9.9
264,9.9
265,8.91
266,9.9
267,9.9
268,7.920000000000001
269,9.9
270,7.920000000000001
271,18.81
272,9.9
273,7.920000000000001
274,16.830000000000002
275,17.82
276,8.91
277,9.9
278,9.9
279,7.920000000000001
280,9.9
281,8.91
282,12.870000000000001
283,8.91
284,11.88
285,8.91
286,22.769999999999992
287,8.91
288,9.9
289,9.9
290,16.830000000000002
291,9.9
292,22.769999999999992
293,9.9
294,21.779999999999994
295,9.9
296,21.779999999999994
297,9.9
298,9.9
299,9.9
300,8.91
301,8.91
302,10.89
303,42.57
304,13.860000000000001
305,9.9
306,27.719999999999985
307,8.91
308,9.9
309,9.9
310,16.830000000000002
311,9.9
312,17.82
313,8.91
314,9.9
315,8.91
316,7.920000000000001
317,8.91
318,36.62999999999999
319,9.9
320,9.9
321,9.9
322,8.91
323,8.91
324,8.91
325,9.9
326,37.61999999999999
327,9.9
328,10.89
329,8.91
330,10.89
331,8.91
332,48.51000000000001
333,15.840000000000002
334,25.739999999999988
335,23.75999999999999
336,8.91
337,9.9
338,24.74999999999999
339,7.920000000000001
340,10.89
341,21.779999999999994
342,8.91
343,8.91
344,9.9
345,8.91
346,9.9
347,8.91
348,8.91
349,8.91
350,9.9
351,10.89
352,9.9
353,8.91
354,7.920000000000001
355,8.91
356,33.65999999999998
357,7.920000000000001
358,9.9
359,9.9
360,10.89
361,7.920000000000001
362,29.69999999999998
363,9.9
364,8.91
365,27.719999999999985
366,9.9
367,14.850000000000001
368,8.91
369,8.91
370,9.9
371,7.920000000000001
372,21.779999999999994
373,8.91
374,31.67999999999998
375,8.91
376,8.91
377,7.920000000000001
378,9.9
379,9.9
380,7.920000000000001
381,8.91
382,32.66999999999998
383,8.91
384,8.91
385,8.91
386,8.91
387,7.920000000000001
388,9.9
389,8.91
390,22.769999999999992
391,8.91
392,9.9
393,8.91
394,9.9
395,9.9
396,7.920000000000001
397,9.9
398,9.9
399,9.9
400,9.9
401,8.91
402,9.9
403,24.74999999999999
404,9.9
405,9.9
406,9.9
407,11.88
408,9.9
409,9.9
410,7.920000000000001
411,9.9
412,7.920000000000001
413,7.920000000000001
414,23.75999999999999
415,10.89
416,9.9
417,9.9
418,8.91
419,8.91
420,24.74999999999999
421,9.9
422,8.91
423,43.56
424,8.91
425,8.91
426,9.9
427,7.920000000000001
428,7.920000000000001
429,10.89
430,24.74999999999999
431,7.920000000000001
432,9.9
433,8.91
434,10.89
435,13.860000000000001
436,8.91
437,8.91
438,9.9
439,10.89
440,7.920000000000001
441,8.91
442,8.91
443,9.9
444,8.91
445,8.91
446,9.9
447,7.920000000000001
448,9.9
449,8.91
450,8.91
451,9.9
452,8.91
453,9.9
454,8.91
455,9.9
456,9.9
457,8.91
458,9.9
459,8.91
460,33.65999999999998
461,8.91
462,9.9
463,9.9
464,8.91
465,17.82
466,7.920000000000001
467,9.9
468,9.9
469,9.9
470,9.9
471,8.91
472,9.9
473,9.9
474,8.91
475,9.9
476,9.9
477,9.9
478,8.91
479,9.9
480,16.830000000000002
481,8.91
482,10.89
483,17.82
484,8.91
485,8.91
486,9.9
487,9.9
488,9.9
489,9.9
490,8.91
491,7.920000000000001
492,7.920000000000001
493,13.860000000000001
494,9.9
495,8.91
496,9.9
497,8.91
498,8.91
499,8.91
500,8.91
501,9.9
502,18.81
503,23.75999999999999
504,10.89
505,8.91
506,9.9
507,9.9
508,70.29
509,8.91
510,7.920000000000001
511,9.9
512,8.91
513,8.91
514,9.9
515,12.870000000000001
516,26.729999999999986
517,9.9
518,9.9
519,9.9
520,8.91
521,8.91
522,9.9
523,7.920000000000001
524,10.89
525,10.89
526,8.91
527,8.91
528,25.739999999999988
529,13.860000000000001
530,8.91
