9.362,11.0,8.0,7.501409120377554
15.114,21.0,11.0,0.08067260772930718
13.998,18.0,11.0,0.01845473548237489
13.598,17.0,10.0,0.005681702800752917
15.838,22.0,11.0,0.017958518440049212
15.087,21.0,11.0,0.006809656043841571
12.439,16.0,9.0,0.004584153271261802
14.134,18.0,11.0,0.0016810643114878745
25.402,47.0,17.0,0.005972522719507511
16.607,24.0,11.0,0.0012576562489414061
14.824,20.0,11.0,0.0015010617583308657
19.622,31.0,14.0,0.0014471416255003137
23.428,38.0,16.0,0.0011908405060447552
23.026,36.0,15.0,0.0013446263975123696
23.393,35.0,16.0,0.0010151791323869445
24.568,40.0,16.0,0.0010871155200924177
25.628,41.0,17.0,0.0008081729916013037
25.659,44.0,17.0,0.0008909728356978619
25.911,46.0,16.0,0.000473397567836681
24.183,40.0,16.0,0.00040972828693913027
26.056,47.0,17.0,0.000586997690170901
22.191,38.0,14.0,0.0006452566125297758
41.102,164.0,20.0,0.0010091890117202643
22.498,36.0,15.0,0.0023624728135054783
27.196,43.0,18.0,0.0011330129251129106
28.724,51.0,18.0,0.0009834807349788858
43.823,188.0,23.0,0.0015508724958892906
37.391,200.0,22.0,0.0010666736995592703
26.005,43.0,17.0,0.0008555440797982785
25.288,40.0,16.0,0.0005042551516666926
15.547,31.0,11.0,0.0007688502795969747
32.733,120.0,17.0,0.0014210221101657624
20.598,29.0,15.0,0.002057177686955063
30.043,83.0,18.0,0.0016714670942267861
21.43,64.0,14.0,0.0015576782281220666
18.259,26.0,13.0,0.0019393047609416517
96.453,200.0,19.0,0.0021412998892791253
38.194,77.0,24.0,0.002646455866780212
21.465,33.0,14.0,0.0015167647200779427
72.913,200.0,30.0,0.0009145230475427988
18.136,31.0,12.0,0.0018836440350678636
21.741,39.0,14.0,0.0009232838591906008
22.02,108.0,11.0,0.0026572828792748608
30.392,139.0,14.0,0.003223923596152342
11.214,18.0,8.0,0.0017601178449186041
9.629,16.0,8.0,0.0013897230887272125
51.043,94.0,35.0,0.0020007731188823835
10.644,32.0,8.0,0.0019350091334854576
9.352,11.0,8.0,0.0006435416915111119
14.846,33.0,10.0,0.0037157336978565435
15.475,21.0,11.0,0.004298182305721379
22.726,36.0,16.0,0.002467913276672708
31.295,124.0,15.0,0.003197593233855379
35.824,155.0,11.0,0.003280495205019694
20.678,65.0,8.0,0.002262128458669836
31.125,102.0,19.0,0.0019810456516326036
38.873,141.0,20.0,0.0011427447009645362
40.7,138.0,20.0,0.0010558680506539185
24.554,113.0,14.0,0.0010914584108077528
9.401,19.0,8.0,0.0021362291694089807
11.818,21.0,8.0,0.003089410094883781
12.474,16.0,9.0,0.003956144474615663
22.979,36.0,16.0,0.0024745592335229808
20.146,53.0,8.0,0.0023306178300728734
9.373,11.0,8.0,0.0015949150043185788
18.273,40.0,8.0,0.004170904559897378
20.987,35.0,14.0,0.005034998449040777
14.905,42.0,10.0,0.001996813788190727
22.519,43.0,15.0,0.0017534056069427942
39.019,119.0,20.0,0.0014697293788969665
32.947,129.0,12.0,0.0026092358346943524
9.337,11.0,8.0,0.004746050749169874
33.316,142.0,15.0,0.00236854532689156
13.506,22.0,8.0,0.0012010522126864754
21.095,77.0,14.0,0.001650385190238082
12.923,23.0,9.0,0.0027242545699917107
19.741,29.0,13.0,0.002684236815304953
14.331,21.0,10.0,0.002584781900932908
9.657,13.0,8.0,0.0027785662362605087
9.328,11.0,8.0,0.0018300935127655497
42.398,160.0,20.0,0.0035714042950628004
73.553,151.0,28.0,0.0043979212932072536
23.06,100.0,8.0,0.0028747257787152996
26.722,56.0,17.0,0.0029236860322742427
45.194,82.0,37.0,0.0020430295192313376
34.165,98.0,15.0,0.0025205794743863
15.529,51.0,8.0,0.002233736082468035
32.484,126.0,15.0,0.003266238222452342
23.246,37.0,10.0,0.005651618655553702
9.367,11.0,8.0,0.0036021008739949524
49.972,200.0,20.0,0.0022093491096829214
12.955,29.0,8.0,0.004557909904998351
48.574,200.0,23.0,0.004333916494737324
9.374,11.0,8.0,0.0035360202224989238
9.364,11.0,8.0,0.001339133074428971
14.952,20.0,11.0,0.004569984873657543
9.362,11.0,8.0,0.0013635768783581365
22.515,112.0,14.0,0.0020139597209499946
33.539,96.0,16.0,0.0026144472467204407
11.181,34.0,8.0,0.002801833412638731
21.65,47.0,14.0,0.00300694279963664
25.421,38.0,17.0,0.0030067573878136
14.566,20.0,8.0,0.00392840568220999
59.534,200.0,33.0,0.0016109038534978977
20.073,93.0,11.0,0.002425452563199823
46.351,151.0,24.0,0.0026448311485129023
34.023,148.0,19.0,0.002331610611910772
38.771,191.0,20.0,0.0020092036748778587
22.697,43.0,15.0,0.0013671724837898468
106.392,200.0,34.0,0.0017778075812237399
13.461,22.0,8.0,0.002663540166834561
29.558,106.0,8.0,0.002804703440675853
9.365,11.0,8.0,0.003178571789881262
62.363,200.0,32.0,0.0021582756100022404
9.313,11.0,8.0,0.002301308991293072
9.356,11.0,8.0,0.002616123539171767
9.366,11.0,8.0,0.0013042911625216335
29.513,96.0,15.0,0.0022196877718176308
49.002,169.0,20.0,0.0025511850575829294
38.597,134.0,24.0,0.0027291751878720577
41.162,179.0,23.0,0.0018553780159615057
39.162,153.0,19.0,0.003153592860734611
12.995,41.0,8.0,0.0021878244794515914
17.545,26.0,12.0,0.0045827656381319925
20.003,31.0,14.0,0.0022493981313706384
15.029,39.0,8.0,0.0035625015999725925
52.287,200.0,26.0,0.002389689109313124
18.907,29.0,8.0,0.0015761810599960399
50.157,172.0,28.0,0.0023799273229632776
14.364,20.0,9.0,0.00156256736371574
9.321,11.0,8.0,0.0034061992088845958
24.652,83.0,12.0,0.004172198579538883
21.756,46.0,13.0,0.0036010038788243867
25.73,39.0,14.0,0.0035813695600407933
198.113,200.0,106.0,0.004623828805977395
41.157,56.0,30.0,0.004080862537572436
49.671,172.0,10.0,0.00462521135367885
33.097,133.0,16.0,0.003627538298947373
25.93,76.0,8.0,0.0022566369994210743
9.603,27.0,8.0,0.000942923776148083
18.013,24.0,14.0,0.002698946998721639
48.755,200.0,27.0,0.0009687037866713808
9.349,11.0,8.0,0.002241334309602769
31.37,58.0,19.0,0.001723193196824322
21.075,34.0,14.0,0.00197657359731505
25.546,99.0,14.0,0.001771111405325068
13.73,20.0,10.0,0.002163422714958788
