9.7,12.0,8.0
9.308,11.0,8.0
16.557,27.0,10.0
20.748,32.0,9.0
15.118,26.0,8.0
10.971,14.0,8.0
16.934,34.0,10.0
24.837,33.0,10.0
37.774,53.0,23.0
31.446,53.0,18.0
25.061,34.0,8.0
14.471,36.0,8.0
9.497,47.0,8.0
41.438,200.0,8.0
46.942,114.0,18.0
50.724,200.0,8.0
42.412,114.0,14.0
43.289,111.0,14.0
45.356,114.0,15.0
46.478,140.0,14.0
46.042,93.0,16.0
51.39,200.0,16.0
41.92,102.0,15.0
41.424,200.0,8.0
48.549,190.0,13.0
57.72,200.0,18.0
40.931,63.0,19.0
26.826,200.0,9.0
37.511,104.0,14.0
52.528,200.0,9.0
37.651,176.0,8.0
12.553,29.0,8.0
34.74,93.0,21.0
54.736,200.0,8.0
38.102,114.0,14.0
37.163,200.0,8.0
38.388,129.0,8.0
28.695,105.0,13.0
32.236,83.0,8.0
80.364,200.0,18.0
37.039,87.0,8.0
28.515,200.0,8.0
13.834,41.0,10.0
18.664,103.0,8.0
24.517,44.0,16.0
29.044,108.0,12.0
34.756,47.0,8.0
22.61,92.0,8.0
25.013,55.0,16.0
21.51,70.0,11.0
18.738,32.0,8.0
28.054,50.0,17.0
24.666,107.0,8.0
40.94,200.0,8.0
26.501,42.0,13.0
34.038,135.0,13.0
34.681,134.0,8.0
39.17,134.0,15.0
9.779,32.0,8.0
64.808,200.0,12.0
20.188,181.0,8.0
15.215,22.0,8.0
43.519,161.0,17.0
41.457,56.0,27.0
48.242,196.0,21.0
29.943,56.0,18.0
22.159,110.0,8.0
20.287,38.0,13.0
36.608,89.0,8.0
38.364,167.0,11.0
22.029,32.0,15.0
10.112,12.0,8.0
11.604,29.0,8.0
31.469,44.0,16.0
42.129,147.0,8.0
27.657,109.0,10.0
19.81,41.0,13.0
40.687,65.0,25.0
29.746,200.0,8.0
13.553,18.0,10.0
43.567,172.0,11.0
27.484,64.0,12.0
24.311,39.0,8.0
51.67,200.0,17.0
15.029,39.0,8.0
44.107,74.0,23.0
41.25,194.0,15.0
19.253,77.0,8.0
16.267,98.0,8.0
46.99,164.0,10.0
25.123,68.0,8.0
36.792,200.0,8.0
22.356,95.0,8.0
26.241,41.0,18.0
45.073,95.0,16.0
26.327,53.0,8.0
39.749,58.0,23.0
29.076,189.0,8.0
16.551,33.0,10.0
20.74,86.0,8.0
41.1,199.0,14.0
52.529,163.0,22.0
24.617,96.0,15.0
30.481,136.0,16.0
28.041,77.0,8.0
48.879,159.0,8.0
23.337,159.0,8.0
40.388,152.0,8.0
35.044,93.0,11.0
18.5,145.0,8.0
25.022,115.0,8.0
20.058,31.0,12.0
23.394,35.0,8.0
28.257,43.0,13.0
33.179,88.0,14.0
30.79,106.0,11.0
23.351,44.0,8.0
33.886,162.0,8.0
21.022,59.0,8.0
55.549,187.0,23.0
21.839,182.0,8.0
38.304,195.0,8.0
22.144,67.0,10.0
22.767,93.0,12.0
45.586,200.0,8.0
12.783,186.0,8.0
20.293,108.0,8.0
29.888,64.0,8.0
20.181,46.0,10.0
41.026,200.0,8.0
45.195,200.0,8.0
18.301,92.0,8.0
32.299,162.0,13.0
36.572,106.0,18.0
45.314,88.0,24.0
36.755,160.0,8.0
25.186,48.0,8.0
48.075,143.0,16.0
9.373,11.0,8.0
22.763,94.0,8.0
53.967,199.0,27.0
28.229,126.0,13.0
33.821,54.0,8.0
11.573,14.0,9.0
14.355,81.0,8.0
33.174,115.0,8.0
9.605,12.0,8.0
44.488,141.0,8.0
15.219,21.0,11.0
34.64,149.0,8.0
19.339,169.0,8.0
37.649,56.0,20.0
47.683,172.0,8.0
13.42,47.0,8.0
9.556,66.0,8.0
25.808,61.0,16.0
50.341,141.0,15.0
18.562,33.0,8.0
30.617,90.0,8.0
19.324,29.0,13.0
59.727,200.0,8.0
36.365,105.0,8.0
30.915,48.0,21.0
20.933,99.0,8.0
47.607,200.0,28.0
19.836,47.0,12.0
12.563,28.0,8.0
22.184,110.0,11.0
46.939,155.0,18.0
15.905,45.0,8.0
41.832,200.0,8.0
13.806,39.0,9.0
19.472,41.0,10.0
39.144,180.0,15.0
12.065,15.0,9.0
36.496,69.0,8.0
15.077,64.0,8.0
10.141,12.0,8.0
11.135,16.0,8.0
40.501,73.0,24.0
9.318,11.0,8.0
26.08,67.0,8.0
38.319,193.0,8.0
60.778,175.0,9.0
53.479,179.0,9.0
30.04,49.0,19.0
35.485,56.0,18.0
34.52,52.0,8.0
46.703,184.0,8.0
37.426,105.0,8.0
70.765,200.0,21.0
20.125,45.0,12.0
18.238,25.0,13.0
30.519,63.0,17.0
30.539,46.0,19.0
10.477,15.0,8.0
38.24,125.0,16.0
13.319,17.0,10.0
15.368,66.0,9.0
17.059,160.0,8.0
31.275,168.0,8.0
36.2,68.0,23.0
21.412,39.0,12.0
13.435,73.0,8.0
49.483,166.0,8.0
13.547,17.0,8.0
15.358,33.0,8.0
28.939,58.0,13.0
38.111,192.0,14.0
20.378,74.0,13.0
17.775,104.0,8.0
23.293,79.0,8.0
35.024,114.0,17.0
32.26,46.0,15.0
14.16,93.0,8.0
23.642,143.0,8.0
29.22,75.0,8.0
13.0,16.0,10.0
37.12,64.0,15.0
29.14,58.0,16.0
33.179,123.0,8.0
13.333,32.0,10.0
34.66,185.0,8.0
42.105,189.0,8.0
9.786,28.0,8.0
10.233,14.0,8.0
9.816,15.0,8.0
26.941,57.0,10.0
42.122,87.0,8.0
26.12,60.0,8.0
32.201,83.0,8.0
16.855,33.0,11.0
13.8,20.0,10.0
15.758,21.0,12.0
22.292,61.0,8.0
30.162,52.0,15.0
35.374,54.0,19.0
22.534,80.0,8.0
24.462,47.0,8.0
12.071,30.0,8.0
11.827,15.0,9.0
26.038,53.0,8.0
36.307,111.0,14.0
9.385,11.0,8.0
36.357,121.0,8.0
11.78,15.0,8.0
15.452,69.0,8.0
21.604,106.0,11.0
9.376,11.0,8.0
20.211,48.0,8.0
47.902,183.0,25.0
27.049,124.0,8.0
11.219,14.0,9.0
10.576,15.0,9.0
15.808,53.0,11.0
16.602,29.0,11.0
24.748,110.0,10.0
19.981,52.0,9.0
39.848,99.0,9.0
24.155,52.0,12.0
35.249,55.0,8.0
20.291,40.0,12.0
22.541,33.0,16.0
43.345,133.0,8.0
12.58,45.0,9.0
12.8,16.0,10.0
19.793,85.0,10.0
25.986,54.0,13.0
16.729,26.0,12.0
18.075,30.0,8.0
16.269,26.0,8.0
16.245,34.0,8.0
38.74,74.0,8.0
33.166,47.0,8.0
35.625,112.0,8.0
20.871,53.0,11.0
29.545,58.0,9.0
35.499,52.0,22.0
27.221,118.0,10.0
40.835,195.0,8.0
10.448,90.0,8.0
19.873,48.0,12.0
17.131,34.0,8.0
22.019,105.0,13.0
14.008,18.0,11.0
15.534,87.0,8.0
30.965,130.0,14.0
56.291,200.0,22.0
9.535,11.0,8.0
13.377,36.0,8.0
17.729,102.0,8.0
12.052,15.0,9.0
54.132,200.0,25.0
37.124,57.0,18.0
25.797,96.0,8.0
35.614,76.0,16.0
19.74,29.0,13.0
41.543,114.0,8.0
12.728,19.0,8.0
31.119,100.0,16.0
34.882,55.0,23.0
35.228,108.0,15.0
9.347,11.0,8.0
15.975,30.0,12.0
21.783,51.0,11.0
31.846,91.0,10.0
25.346,48.0,14.0
11.227,15.0,8.0
18.252,107.0,8.0
16.448,36.0,8.0
19.717,50.0,8.0
15.415,22.0,11.0
25.323,200.0,8.0
16.776,52.0,10.0
9.855,20.0,8.0
9.634,28.0,8.0
29.082,124.0,9.0
49.049,200.0,20.0
38.424,86.0,24.0
20.784,44.0,10.0
19.16,44.0,10.0
23.245,156.0,8.0
21.619,42.0,12.0
10.794,13.0,9.0
45.918,136.0,8.0
