t,average_reward
24.497434400251166,166.97
24.479264090320026,9.34
24.479263336385426,9.403333333333334
24.479263334558024,9.253333333333334
24.47926315915391,9.35
24.47925801312277,9.416666666666666
24.47925533979325,9.3
24.479252703257476,9.376666666666667
