t,best,mean,worst,sd,mean_ar,std_ar
12.39252882438084,173.0,82.09,58.0,17.960008351891155,70.26233917832897,4.51066262834285,0.5395089584601193
10.681975884010077,11.0,9.41,8.0,0.8011866199581719,3.6669240340447056,1.8419910938367894,4.8698631549107025
8.276820973571974,11.0,9.31,8.0,0.783517708797957,2.986348975711874,1.6549132416712322,5.187815630144248
7.027799407608129,27.0,15.09,9.0,6.519348126921893,4.1653751965689585,0.8650960954479505,2.9047410175556148
3.6235841613972313,21.0,16.6,13.0,2.289104628451919,0.8805776577488538,1.065422160575008,3.2129231929367035
3.508716121850928,136.0,82.97,63.0,17.27510057857841,0.7408277558115618,0.3767111024859158,0.5727014614692375
3.3869461838021673,87.0,38.89,22.0,12.213840509847834,-0.1024899564706301,0.3809083395634179,0.9582610370264081
3.333357002862088,29.0,19.77,12.0,4.447145151667528,-0.7944959191976977,0.3286252641136102,1.9605087295678627
3.3325630619875004,87.0,34.81,17.0,14.192741102408654,-1.0119532175638764,0.35559297222411435,1.075098726538581
3.281420228435296,43.0,21.68,14.0,6.023088908525259,-1.0097335189415377,0.3364820414779338,1.7984832747540132
3.1864856540139987,38.0,24.3,15.0,5.256424640380569,-0.607101168004946,0.3360113744214352,1.6974404532714402
3.165830279457526,44.0,20.78,14.0,5.277461510991813,-0.7214307632205608,0.29862540571018026,1.9932292188910057
3.146070561333427,131.0,68.4,39.0,23.924882444852265,-0.8702278305972536,0.33337623466458266,0.6195737058496419
2.2138277733446703,80.0,57.8,41.0,8.900561780022652,-0.5604807954405865,0.32648531444565565,0.7766290823787186
2.197033173581518,33.0,20.68,14.0,4.113101019911862,-1.8124200022746892,0.1406739811849654,2.06817316745798
2.1839759614915724,34.0,22.64,16.0,4.522211848199949,-1.7288516046415692,0.1178301001707338,1.267081065866016
2.183917088157242,27.0,20.12,14.0,3.3712905540756943,-1.7345448668469603,0.1414674361314013,1.9627845697126285
2.16988204031132,32.0,21.12,14.0,4.548142477979335,-1.7286226843148373,0.1474653094221349,1.5385442029797955
2.169157864763401,72.0,21.12,14.0,7.288731028100844,-1.674440461732892,0.12338730945697317,1.1509903312819796
2.16275597762057,26.0,18.79,13.0,3.1946674318307373,-1.6769315883293028,0.12428199616460697,2.1748996355122023
2.162677514972459,23.0,16.68,11.0,2.781654184114194,-1.6893667880726615,0.13994504069438532,1.8130091225889509
2.162677504656496,23.0,16.82,11.0,2.650962089506374,-1.6880388063627816,0.14024089427400338,3.4426250982446946
2.1616848790439507,24.0,17.87,13.0,2.559902341887284,-1.689010105885871,0.13598083262464797,2.2646470955652718
2.1611811582561913,33.0,20.17,12.0,4.354434521266797,-1.6788583031159208,0.14436923791311515,2.4764621780116336
2.159536436054492,23.0,17.2,13.0,2.357965224510319,-1.7319342708141334,0.15934673074569813,2.473175795752468
2.0232203648677887,30.0,21.77,15.0,4.10817477719729,-1.6901069469822392,0.14610981584947502,1.904024649119024
2.023212743808731,23.0,17.87,14.0,2.256789755382632,-1.597978756948494,0.10447834455744384,2.3765139322927755
2.005329350669438,11.0,9.43,8.0,0.696491205974634,-1.606119898057559,0.10316873157229145,3.5951407752339066
1.9592975869912215,31.0,18.49,13.0,3.606923897173324,-1.6663761735050948,0.13133244815453315,2.158515985376024
1.9592943662376385,11.0,9.44,8.0,0.7116178749862879,-1.4802017500410896,0.04511867436220498,4.326722669819231
1.9571028452380455,20.0,15.84,11.0,2.1247117451550928,-1.486398274224024,0.047853978466688755,2.0173702780724914
1.956263048054491,11.0,9.38,8.0,0.6896375859826668,-1.489785971443914,0.058664179020112,3.2400951612975084
1.9562627236919887,11.0,9.63,8.0,0.9017205775626947,-1.4798436400008133,0.04943906103941394,3.6399882445141065
1.9535961203461438,19.0,15.62,12.0,1.9533560863293717,-1.479442562733248,0.06389349130219857,2.6566769323030215
1.9477952339724607,11.0,9.53,8.0,0.7543871685016919,-1.4894676170681327,0.08619247596165482,3.1911640062155673
1.9408660082064306,20.0,16.33,13.0,2.025117280554388,-1.4260585464420972,0.03830988420793134,2.286127943841279
1.9408422251518673,11.0,9.35,8.0,0.7533259586659683,-1.3926685177723854,0.07617105327564531,3.25160421578035
1.9405441783822142,12.0,9.52,8.0,0.9325234581499814,-1.383421951680586,0.0802135247346884,4.024423864608183
1.928911277965085,31.0,20.53,15.0,3.8818938676888117,-1.3672166192488298,0.06423764187681326,1.9012420249915059
1.9275268489025503,23.0,17.28,13.0,2.3284329494318707,-1.43755920693704,0.06443115738110405,2.0901005093499134
1.9272727733353643,19.0,15.74,12.0,1.884781154404935,-1.4314747589308023,0.061684279604483624,2.5522640349208188
1.9272147268026045,11.0,9.57,8.0,0.7906326580656784,-1.4443742449596648,0.08597596489091613,4.119503900780156
1.9244917361618523,22.0,17.73,14.0,2.2928366710256536,-1.4330812518516358,0.07693491333871627,1.9311544594009875
1.9233361651725656,18.0,14.51,11.0,1.6339828640472336,-1.4337000896684338,0.08901825563966355,2.0618372078662093
1.92321811940011,11.0,9.35,8.0,0.7794228634059948,-1.4414668658726908,0.09419839273098594,3.9447064811672887
